# relative frequency (MHz), data intensity (counts), fit residuals (counts), data uncertainty (counts)
2.884628754854202271e+03, 1.622000000000000000e+03, -3.360471163227430225e+00, 4.027406113120453313e+01
2.881402447104454041e+03, 1.467000000000000000e+03, 5.591768778598952849e+01, 3.830143600441111573e+01
2.878176004052162170e+03, 1.384000000000000000e+03, 5.269129382993833133e+01, 3.720215047547655018e+01
2.874949656367301941e+03, 1.421000000000000000e+03, -6.224658466094388132e+01, 3.769615364994152884e+01
2.871723057866096497e+03, 1.311000000000000000e+03, -2.292990249745093934e+01, 3.620773398046334535e+01
2.868496670246124268e+03, 1.193000000000000000e+03, 3.077915567003719843e+01, 3.453983207834108526e+01
2.865270262360572815e+03, 1.140000000000000000e+03, 2.512993469157049731e+01, 3.376388603226826746e+01
2.862043719291687012e+03, 1.123000000000000000e+03, -1.151931724767632659e+01, 3.351119216023207770e+01
2.858817271471023560e+03, 1.092000000000000000e+03, -2.971665129077018719e+01, 3.304542328371660886e+01
2.855590572953224182e+03, 1.028000000000000000e+03, -1.094510195711382039e+01, 3.206243908376279705e+01
2.852364085197448730e+03, 1.031000000000000000e+03, -5.561377449343103763e+01, 3.210918871600464541e+01
2.849137462019920349e+03, 9.450000000000000000e+02, -8.090035478881873132e+00, 3.074085229787879570e+01
2.845910933971405029e+03, 8.780000000000000000e+02, 2.331119828860005327e+01, 2.963106478005810729e+01
2.842684155464172363e+03, 8.330000000000000000e+02, 3.530705452990650883e+01, 2.886173937932362321e+01
2.839457587599754333e+03, 8.350000000000000000e+02, 2.656090109895103524e+00, 2.889636655359977979e+01
2.836230999588966370e+03, 8.040000000000000000e+02, 5.138165509297323297e+00, 2.835489375751565078e+01
2.833004276394844055e+03, 8.010000000000000000e+02, -1.844072252204773577e+01, 2.830194339616981125e+01
2.829777648568153381e+03, 8.010000000000000000e+02, -4.325042551960996207e+01, 2.830194339616981125e+01
2.826550769805908203e+03, 7.130000000000000000e+02, 2.155329834635108455e+01, 2.670205984563737900e+01
2.823324101805686951e+03, 7.580000000000000000e+02, -4.516318922782897971e+01, 2.753179979587240922e+01
2.820097298502922058e+03, 6.920000000000000000e+02, 4.749464868102677428e-01, 2.630589287593181069e+01
2.816870590448379517e+03, 6.800000000000000000e+02, -6.641115340506416942e+00, 2.607680962081059661e+01
2.813643631696701050e+03, 6.560000000000000000e+02, -6.126597985522721501e-01, 2.561249694973139412e+01
2.810416883707046509e+03, 6.780000000000000000e+02, -3.952671237342610766e+01, 2.603843313258307290e+01
2.807190000176429749e+03, 6.150000000000000000e+02, 7.533842049552276876e+00, 2.479919353527449033e+01
2.803963212132453918e+03, 5.990000000000000000e+02, 8.496753401333080546e+00, 2.447447650104083294e+01
2.800736404061317444e+03, 6.070000000000000000e+02, -1.370518108111741640e+01, 2.463736998950983903e+01
2.797509345054626465e+03, 5.770000000000000000e+02, 2.866526708384526501e+00, 2.402082429892862692e+01
2.794282497048377991e+03, 5.840000000000000000e+02, -1.684138827864671839e+01, 2.416609194718914466e+01
2.791055513501167297e+03, 5.970000000000000000e+02, -4.188069002428278509e+01, 2.443358344574123109e+01
2.787828625321388245e+03, 5.330000000000000000e+02, 1.070345563538626266e+01, 2.308679276123039159e+01
2.784601486325263977e+03, 5.300000000000000000e+02, 2.867716654425294109e+00, 2.302172886644267535e+01
2.781374558091163635e+03, 5.050000000000000000e+02, 1.757500920522284105e+01, 2.247220505424423109e+01
2.778147494435310364e+03, 4.580000000000000000e+02, 5.478872531167598936e+01, 2.140093455903269515e+01
2.774920526146888733e+03, 5.170000000000000000e+02, -1.352305266132498218e+01, 2.273763400180414607e+01
2.771693422555923462e+03, 4.790000000000000000e+02, 1.560897459114494268e+01, 2.188606862823928978e+01
2.768466298699378967e+03, 4.800000000000000000e+02, 6.157453965227716708e+00, 2.190890230020664475e+01
2.765239270448684692e+03, 5.140000000000000000e+02, -3.590289827444024695e+01, 2.267156809750926882e+01
2.762012106657028198e+03, 4.980000000000000000e+02, -2.759629127983606622e+01, 2.231591360442139660e+01
2.758785038352012634e+03, 4.530000000000000000e+02, 1.005595619048040135e+01, 2.128379665379276275e+01
2.755557719111442566e+03, 4.250000000000000000e+02, 3.103280821940722944e+01, 2.061552812808830382e+01
2.752330610632896423e+03, 4.680000000000000000e+02, -1.868352756946069348e+01, 2.163330765278393741e+01
2.749103366732597351e+03, 4.400000000000000000e+02, 2.888755694815756669e+00, 2.097617696340303084e+01
2.745876218199729919e+03, 4.420000000000000000e+02, -5.266109195078456651e+00, 2.102379604162863913e+01
2.742648818850517273e+03, 4.280000000000000000e+02, 2.836129735623501347e+00, 2.068816086557720269e+01
2.739421630263328552e+03, 4.460000000000000000e+02, -2.081775130536038887e+01, 2.111871208194287419e+01
2.736194421768188477e+03, 3.760000000000000000e+02, 4.375870083321535731e+01, 1.939071942966531736e+01
2.732967077732086182e+03, 4.150000000000000000e+02, -4.469385712569078350e-01, 2.037154878746336095e+01
2.729739829182624817e+03, 4.060000000000000000e+02, 3.554266291980184178e+00, 2.014944167960988608e+01
2.726512329578399658e+03, 3.670000000000000000e+02, 3.775109458296128651e+01, 1.915724406066801677e+01
2.723285040974617004e+03, 3.930000000000000000e+02, 7.134225550986229791e+00, 1.982422760159900932e+01
2.720057616710662842e+03, 3.980000000000000000e+02, -2.306221435935015052e+00, 1.994993734326000379e+01
2.716830288052558899e+03, 4.010000000000000000e+02, -9.578715874797921970e+00, 2.002498439450078749e+01
2.713602708458900452e+03, 3.590000000000000000e+02, 2.830804700280759789e+01, 1.894729532149641571e+01
2.710375339508056641e+03, 4.100000000000000000e+02, -2.665308576854556577e+01, 2.024845673131658685e+01
2.707147950768470764e+03, 3.790000000000000000e+02, 5.303129869757867709e-01, 1.946792233393178506e+01
2.703920426487922668e+03, 3.920000000000000000e+02, -1.614872589187433505e+01, 1.979898987322333070e+01
2.700692882180213928e+03, 3.810000000000000000e+02, -8.696500094805969638e+00, 1.951922129594313660e+01
2.697465317845344543e+03, 3.340000000000000000e+02, 3.488092897556646221e+01, 1.827566688249706672e+01
2.694237848877906799e+03, 3.410000000000000000e+02, 2.457796558527678599e+01, 1.846618531261938756e+01
2.691010302066802979e+03, 3.640000000000000000e+02, -1.610956242627821666e+00, 1.907878402833891229e+01
2.687782793045043945e+03, 3.820000000000000000e+02, -2.269080360480620584e+01, 1.954482028569206520e+01
2.684555033206939697e+03, 3.820000000000000000e+02, -2.566664121771998452e+01, 1.954482028569206520e+01
2.681327484011650085e+03, 3.520000000000000000e+02, 1.457423915335311904e+00, 1.876166303929371892e+01
2.678099914908409119e+03, 3.390000000000000000e+02, 1.167689143519260142e+01, 1.841195263952196726e+01
2.674872210383415222e+03, 3.410000000000000000e+02, 6.987614712435401998e+00, 1.846618531261938756e+01
2.671644485831260681e+03, 3.430000000000000000e+02, 2.385859929644595923e+00, 1.852025917745213590e+01
2.668416741013526917e+03, 3.540000000000000000e+02, -1.113200412784078708e+01, 1.881488772222677852e+01
2.665189091801643372e+03, 3.850000000000000000e+02, -4.456933111589211194e+01, 1.962141687034858251e+01
2.661961307168006897e+03, 3.410000000000000000e+02, -2.929555608703651615e+00, 1.846618531261938756e+01
2.658733502149581909e+03, 3.580000000000000000e+02, -2.221568079278245023e+01, 1.892088792842450218e+01
2.655505677461624146e+03, 3.310000000000000000e+02, 2.569360977370251931e+00, 1.819340539866025352e+01
2.652277948021888733e+03, 3.440000000000000000e+02, -1.257713867607247948e+01, 1.854723699099140788e+01
2.649050083041191101e+03, 3.070000000000000000e+02, 2.234202382382113683e+01, 1.752141546793523119e+01
2.645822313547134399e+03, 3.280000000000000000e+02, -6.755129633038450265e-01, 1.811077027627483460e+01
2.642594408750534058e+03, 3.220000000000000000e+02, 3.367721132173016940e+00, 1.794435844492636178e+01
2.639366483569145203e+03, 2.990000000000000000e+02, 2.446953134467344171e+01, 1.729161646579058242e+01
2.636138653993606567e+03, 2.990000000000000000e+02, 2.262782653570559432e+01, 1.729161646579058242e+01
2.632910688877105713e+03, 3.250000000000000000e+02, -5.159576185018465821e+00, 1.802775637731994607e+01
2.629682703733444214e+03, 3.470000000000000000e+02, -2.889456136339310888e+01, 1.862793601019715695e+01
2.626454698562622070e+03, 3.050000000000000000e+02, 1.142101387039349447e+01, 1.746424919657297892e+01
2.623226788759231567e+03, 3.090000000000000000e+02, 5.785439392994419450e+00, 1.757839583124694727e+01
2.619998743414878845e+03, 3.030000000000000000e+02, 1.019691530278396385e+01, 1.740689518552921200e+01
2.616770793676376343e+03, 3.110000000000000000e+02, 6.539530156227328916e-01, 1.763519208854839704e+01
2.613542708396911621e+03, 3.070000000000000000e+02, 3.154916136858560094e+00, 1.752141546793523119e+01
2.610314602851867676e+03, 3.220000000000000000e+02, -1.330159258740155792e+01, 1.794435844492636178e+01
2.607086592793464661e+03, 3.010000000000000000e+02, 6.283093027482777870e+00, 1.734935157289747210e+01
2.603858447432518005e+03, 3.140000000000000000e+02, -8.092445939004733191e+00, 1.772004514666934938e+01
2.600630281805992126e+03, 2.800000000000000000e+02, 2.457058700793061234e+01, 1.673320053068151125e+01
2.597402096390724182e+03, 2.970000000000000000e+02, 6.270997696018639544e+00, 1.723368793961408585e+01
2.594174006223678589e+03, 2.640000000000000000e+02, 3.800769386224413893e+01, 1.624807680927192166e+01
2.590945780396461487e+03, 2.890000000000000000e+02, 1.177950388098741996e+01, 1.700000000000000000e+01
2.587717534780502319e+03, 3.060000000000000000e+02, -6.414554419050944034e+00, 1.749285568453590045e+01
2.584489269018173218e+03, 3.040000000000000000e+02, -5.575458198470300886e+00, 1.743559577416269590e+01
2.581261098623275757e+03, 2.940000000000000000e+02, 3.295904620381691075e+00, 1.714642819948224783e+01
2.578032908201217651e+03, 3.000000000000000000e+02, -3.801388096858374865e+00, 1.732050807568877460e+01
2.574804582476615906e+03, 2.730000000000000000e+02, 2.213179212096645188e+01, 1.652271164185830443e+01
2.571576236367225647e+03, 3.060000000000000000e+02, -1.190530442977808434e+01, 1.749285568453590045e+01
2.568347870469093323e+03, 2.870000000000000000e+02, 6.086576653864199216e+00, 1.694107434609741603e+01
2.565119599938392639e+03, 3.070000000000000000e+02, -1.489323346706322582e+01, 1.752141546793523119e+01
2.561891193747520447e+03, 2.930000000000000000e+02, -1.845466548839624465e+00, 1.711724276862369010e+01
2.558662767648696899e+03, 2.720000000000000000e+02, 1.822929229499334269e+01, 1.649242250247064234e+01
2.555434321403503418e+03, 2.760000000000000000e+02, 1.333046262070149623e+01, 1.661324772583614973e+01
2.552205970644950867e+03, 2.810000000000000000e+02, 7.457534861396254655e+00, 1.676305461424021104e+01
2.548977599859237671e+03, 2.850000000000000000e+02, 2.609975864527257272e+00, 1.688194301613413373e+01
2.545748978018760681e+03, 3.040000000000000000e+02, -1.721273308911793265e+01, 1.743559577416269590e+01
2.542520567178726196e+03, 3.140000000000000000e+02, -2.801089502449849533e+01, 1.772004514666934938e+01
2.539292020678520203e+03, 2.690000000000000000e+02, 1.621502266960834504e+01, 1.640121946685672683e+01
2.536063569664955139e+03, 2.770000000000000000e+02, 7.464736117292261497e+00, 1.664331697709323876e+01
2.532834982991218567e+03, 2.930000000000000000e+02, -9.262105759524672521e+00, 1.711724276862369010e+01
2.529606376528739929e+03, 2.810000000000000000e+02, 2.034270150690304035e+00, 1.676305461424021104e+01
2.526377749919891357e+03, 2.920000000000000000e+02, -9.646345843182871249e+00, 1.708800749063506075e+01
2.523149218559265137e+03, 3.000000000000000000e+02, -1.830409378864499104e+01, 1.732050807568877460e+01
2.519920551896095276e+03, 3.170000000000000000e+02, -3.593913512433050528e+01, 1.780449381476485726e+01
2.516691865086555481e+03, 2.740000000000000000e+02, 6.448490887174273212e+00, 1.655294535724684835e+01
2.513463273644447327e+03, 2.900000000000000000e+02, -1.014120369631638141e+01, 1.702938636592640265e+01
2.510234546780586243e+03, 2.790000000000000000e+02, 2.917885483090003618e-01, 1.670329308849006722e+01
2.507005915284156799e+03, 2.620000000000000000e+02, 1.674762030397897661e+01, 1.618641405623864671e+01
2.503777148246765137e+03, 2.820000000000000000e+02, -3.773567488683511328e+00, 1.679285562374666441e+01
2.500548361182212830e+03, 2.470000000000000000e+02, 3.072849859510029091e+01, 1.571623364550171154e+01
2.497319553971290588e+03, 2.930000000000000000e+02, -1.574584724221267606e+01, 1.711724276862369010e+01
2.494090842247009277e+03, 2.800000000000000000e+02, -3.196166249996849729e+00, 1.673320053068151125e+01
2.490861994981765747e+03, 2.770000000000000000e+02, -6.219692335993158849e-01, 1.664331697709323876e+01
2.487633127808570862e+03, 3.050000000000000000e+02, -2.902260866265271488e+01, 1.746424919657297892e+01
2.484404355764389038e+03, 2.550000000000000000e+02, 2.060268193705246631e+01, 1.596871942267131139e+01
2.481175448417663574e+03, 2.870000000000000000e+02, -1.174523261579804512e+01, 1.694107434609741603e+01
2.477946636438369751e+03, 2.950000000000000000e+02, -2.006527989144342428e+01, 1.717556403731766679e+01
2.474717573285102844e+03, 2.930000000000000000e+02, -1.835626762279275681e+01, 1.711724276862369010e+01
2.471488721251487732e+03, 2.410000000000000000e+02, 3.338327354317914342e+01, 1.552417469626002422e+01
2.468259733676910400e+03, 2.740000000000000000e+02, 1.549744373992893998e-01, 1.655294535724684835e+01
2.465030841350555420e+03, 2.580000000000000000e+02, 1.596078018143617783e+01, 1.606237840420901009e+01
2.461801871299743652e+03, 2.580000000000000000e+02, 1.580291958379655171e+01, 1.606237840420901009e+01
2.458572823524475098e+03, 2.530000000000000000e+02, 2.068399758690043200e+01, 1.590597372058686609e+01
2.455343871116638184e+03, 2.880000000000000000e+02, -1.439295266642176330e+01, 1.697056274847713908e+01
2.452114783048629761e+03, 2.780000000000000000e+02, -4.424408352499426655e+00, 1.667333200053306541e+01
2.448885790467262268e+03, 2.580000000000000000e+02, 1.559375329774030661e+01, 1.606237840420901009e+01
2.445656546831130981e+03, 2.730000000000000000e+02, 6.663631533036209476e-01, 1.652271164185830443e+01
2.442427514314651489e+03, 2.930000000000000000e+02, -1.920091891102640602e+01, 1.711724276862369010e+01
2.439198346018791199e+03, 2.990000000000000000e+02, -2.500139417598791169e+01, 1.729161646579058242e+01
2.435969273328781128e+03, 2.710000000000000000e+02, 3.272843458559918872e+00, 1.646207763315432970e+01
2.432739949464797974e+03, 2.700000000000000000e+02, 4.631253763733980122e+00, 1.643167672515498268e+01
2.429510836482048035e+03, 2.650000000000000000e+02, 1.008506044728932238e+01, 1.627882059609970611e+01
2.426281588077545166e+03, 2.600000000000000000e+02, 1.564787229828135651e+01, 1.612451549659709826e+01
2.423052434921264648e+03, 2.680000000000000000e+02, 8.336071036162650216e+00, 1.637070554374490072e+01
2.419823261857032776e+03, 2.620000000000000000e+02, 1.516969194043213065e+01, 1.618641405623864671e+01
2.416593837738037109e+03, 2.750000000000000000e+02, 3.173396577765004167e+00, 1.658312395177700083e+01
2.413364624381065369e+03, 2.840000000000000000e+02, -4.622520511589186754e+00, 1.685229954635271810e+01
2.410135275721549988e+03, 3.020000000000000000e+02, -2.117992067753618812e+01, 1.737814719698276633e+01
2.406906022310256958e+03, 2.720000000000000000e+02, 1.054903773361132835e+01, 1.649242250247064234e+01
2.403676517844200134e+03, 2.810000000000000000e+02, 3.625658240590098558e+00, 1.676305461424021104e+01
2.400447224378585815e+03, 2.910000000000000000e+02, -3.871615634397471695e+00, 1.705872210923197940e+01
2.397217795252799988e+03, 3.070000000000000000e+02, -1.683980944553155723e+01, 1.752141546793523119e+01
2.393988461613655090e+03, 3.140000000000000000e+02, -2.014335403328931307e+01, 1.772004514666934938e+01
2.390759107947349548e+03, 3.010000000000000000e+02, -2.600130750079870268e+00, 1.734935157289747210e+01
2.387529503107070923e+03, 3.000000000000000000e+02, 4.037922184843750983e+00, 1.732050807568877460e+01
2.384300109267234802e+03, 3.040000000000000000e+02, 7.111895414122727743e+00, 1.743559577416269590e+01
2.381070579886436462e+03, 3.100000000000000000e+02, 1.010114160547368556e+01, 1.760681686165900928e+01
2.377841145992279053e+03, 3.370000000000000000e+02, -5.317704774810295021e+00, 1.835755975068581947e+01
2.374611460924148560e+03, 3.630000000000000000e+02, -1.618207979035150856e+01, 1.905255888325764957e+01
2.371381986737251282e+03, 3.880000000000000000e+02, -2.114925664272720951e+01, 1.969771560359220786e+01
2.368152377009391785e+03, 4.360000000000000000e+02, -4.242436479386742576e+01, 2.088061301782110135e+01
2.364922862648963928e+03, 4.150000000000000000e+02, 1.410771548252705543e+01, 2.037154878746336095e+01
2.361693097472190857e+03, 5.420000000000000000e+02, -6.673199483117014097e+01, 2.328089345364563201e+01
2.358463542938232422e+03, 5.610000000000000000e+02, -2.892940676799935318e+01, 2.368543856465402087e+01
2.355233968377113342e+03, 6.680000000000000000e+02, -7.252344554415594757e+01, 2.584569596664017155e+01
2.352004258513450623e+03, 7.110000000000000000e+02, -5.527887461919112866e+01, 2.666458325194676604e+01
2.348774643898010254e+03, 7.630000000000000000e+02, -6.426038260688324044e+01, 2.762245463386626554e+01
2.345544778108596802e+03, 7.810000000000000000e+02, -6.912653528645591905e+01, 2.794637722496424104e+01
2.342315123319625854e+03, 7.560000000000000000e+02, -6.516569024122213705e+01, 2.749545416973504075e+01
2.339085332989692688e+03, 6.530000000000000000e+02, -1.064884183481797209e+01, 2.555386467836127551e+01
2.335855638027191162e+03, 6.180000000000000000e+02, -3.791517621113655423e+01, 2.485960578931210563e+01
2.332625692129135132e+03, 5.220000000000000000e+02, -4.547484208554237739e+00, 2.284731931759172596e+01
2.329395956993103027e+03, 4.550000000000000000e+02, 7.864004530597640041e+00, 2.133072900770154234e+01
2.326166201829910278e+03, 4.120000000000000000e+02, 7.197398545746295895e+00, 2.029778313018443825e+01
2.322936311125755310e+03, 3.880000000000000000e+02, -2.174520190415591969e+00, 1.969771560359220786e+01
2.319706515789031982e+03, 3.240000000000000000e+02, 3.676716185050656804e+01, 1.800000000000000000e+01
2.316476469397544861e+03, 3.510000000000000000e+02, -9.051019436900276105e+00, 1.873499399519519315e+01
2.313246633887290955e+03, 3.780000000000000000e+02, -5.031338553266704139e+01, 1.944222209522358114e+01
2.310016662955284119e+03, 3.100000000000000000e+02, 6.733289806058166960e+00, 1.760681686165900928e+01
2.306786787271499634e+03, 3.280000000000000000e+02, -1.979441715030253590e+01, 1.811077027627483460e+01
2.303556660532951355e+03, 3.120000000000000000e+02, -1.051959750766246771e+01, 1.766352173265569547e+01
2.300326744794845581e+03, 3.080000000000000000e+02, -1.188126879053078255e+01, 1.754992877478424518e+01
2.297096808910369873e+03, 3.100000000000000000e+02, -1.819447458586307675e+01, 1.760681686165900928e+01
2.293866737484931946e+03, 2.720000000000000000e+02, 1.631286660657724497e+01, 1.649242250247064234e+01
2.290636761546134949e+03, 2.790000000000000000e+02, 6.473784559340799660e+00, 1.670329308849006722e+01
2.287406534314155579e+03, 2.800000000000000000e+02, 3.163732826585146540e+00, 1.673320053068151125e+01
2.284176518201828003e+03, 2.760000000000000000e+02, 5.289713064286615918e+00, 1.661324772583614973e+01
2.280946366548538208e+03, 2.660000000000000000e+02, 1.378081687108783626e+01, 1.630950643030008962e+01
2.277716310262680054e+03, 3.120000000000000000e+02, -3.341666772970296506e+01, 1.766352173265569547e+01
2.274486002683639526e+03, 2.680000000000000000e+02, 9.656096663623713994e+00, 1.637070554374490072e+01
2.271255906224250793e+03, 2.410000000000000000e+02, 3.596805639234457885e+01, 1.552417469626002422e+01
2.268025674104690552e+03, 2.660000000000000000e+02, 1.049570815137923319e+01, 1.630950643030008962e+01
2.264795537471771240e+03, 2.360000000000000000e+02, 4.022193779018596160e+01, 1.536229149573721564e+01
2.261565380692481995e+03, 2.770000000000000000e+02, -8.652302699209712955e-01, 1.664331697709323876e+01
2.258334972858428955e+03, 2.800000000000000000e+02, -3.773299551937725482e+00, 1.673320053068151125e+01
2.255104775905609131e+03, 2.890000000000000000e+02, -1.250586718250059448e+01, 1.700000000000000000e+01
2.251874443531036377e+03, 2.570000000000000000e+02, 1.993712858433502788e+01, 1.603121954188139853e+01
2.248644206404685974e+03, 2.810000000000000000e+02, -3.440811590116993557e+00, 1.676305461424021104e+01
2.245413718223571777e+03, 2.890000000000000000e+02, -1.063257120139832068e+01, 1.700000000000000000e+01
2.242183440923690796e+03, 2.720000000000000000e+02, 7.372448170340476281e+00, 1.649242250247064234e+01
2.238953028082847595e+03, 2.680000000000000000e+02, 1.258905657960303870e+01, 1.637070554374490072e+01
2.235722710609436035e+03, 2.860000000000000000e+02, -3.963623398481956883e+00, 1.691153452528776313e+01
2.232492373108863831e+03, 2.550000000000000000e+02, 2.873886029799598418e+01, 1.596871942267131139e+01
2.229261842250823975e+03, 2.750000000000000000e+02, 1.072719934583659551e+01, 1.658312395177700083e+01
2.226031464576721191e+03, 3.020000000000000000e+02, -1.396079207230741304e+01, 1.737814719698276633e+01
2.222800951361656189e+03, 3.140000000000000000e+02, -2.327773026653420629e+01, 1.772004514666934938e+01
2.219570533633232117e+03, 3.090000000000000000e+02, -1.516519891049324542e+01, 1.757839583124694727e+01
2.216339864492416382e+03, 3.070000000000000000e+02, -9.549770574231104092e+00, 1.752141546793523119e+01
2.213109406471252441e+03, 2.600000000000000000e+02, 4.165962717746310773e+01, 1.612451549659709826e+01
2.209878812789916992e+03, 2.900000000000000000e+02, 1.657905943296350415e+01, 1.702938636592640265e+01
2.206648314595222473e+03, 2.900000000000000000e+02, 2.235544239851753900e+01, 1.702938636592640265e+01
2.203417565226554871e+03, 3.090000000000000000e+02, 1.017888279228469628e+01, 1.757839583124694727e+01
2.200187026858329773e+03, 3.090000000000000000e+02, 1.829477755753850943e+01, 1.757839583124694727e+01
2.196956468343734741e+03, 3.350000000000000000e+02, 2.027965646302334335e+00, 1.830300521772312550e+01
2.193725774407386780e+03, 3.730000000000000000e+02, -2.418820439335235051e+01, 1.931320791582796659e+01
2.190495175719261169e+03, 3.230000000000000000e+02, 4.023140089496274641e+01, 1.797220075561142849e+01
2.187264325857162476e+03, 3.920000000000000000e+02, -1.090650162476208607e+01, 1.979898987322333070e+01
2.184033687114715576e+03, 4.110000000000000000e+02, -7.482778615676750178e+00, 2.027313493271329392e+01
2.180802912473678589e+03, 4.110000000000000000e+02, 2.108688789153313792e+01, 2.027313493271329392e+01
2.177572233438491821e+03, 4.920000000000000000e+02, -2.295391015537586554e+01, 2.218107301281883537e+01
2.174341303348541260e+03, 4.940000000000000000e+02, 2.356635900145147389e+01, 2.222611077089286979e+01
2.171110584139823914e+03, 6.130000000000000000e+02, -3.103958621352080627e+01, 2.475883680627989492e+01
2.167879844784736633e+03, 6.410000000000000000e+02, 2.662427465563382611e+01, 2.531797780234432693e+01
2.164648969888687134e+03, 7.510000000000000000e+02, 2.896778133912630437e+01, 2.740437921208944161e+01
2.161418190479278564e+03, 8.900000000000000000e+02, 3.134205407630361151e+01, 2.983286778035259701e+01
2.158187159776687622e+03, 1.106000000000000000e+03, -2.040359561949503586e+01, 3.325657829663177978e+01
2.154956340074539185e+03, 1.217000000000000000e+03, 3.536605661068006157e+01, 3.488552708502481892e+01
2.151725384712219238e+03, 1.348000000000000000e+03, 3.929454665709636174e+01, 3.671511950137163893e+01
2.148494524717330933e+03, 1.395000000000000000e+03, 5.829601930875264770e+01, 3.734969879396619774e+01
2.145263413906097412e+03, 1.463000000000000000e+03, -3.351706760398383267e+01, 3.824918299781055708e+01
2.142032513737678528e+03, 1.331000000000000000e+03, -7.260160510158812031e+00, 3.648287269390939969e+01
2.138801478028297424e+03, 1.132000000000000000e+03, 3.584287292793851520e+01, 3.364520768252144478e+01
2.135570537805557251e+03, 9.450000000000000000e+02, 5.459683850814417383e+01, 3.074085229787879570e+01
2.132339461922645569e+03, 8.480000000000000000e+02, -1.355723234837569180e+00, 2.912043955712207222e+01
2.129108365774154663e+03, 7.150000000000000000e+02, 6.360710075950464670e+00, 2.673948391424187676e+01
2.125877365350723267e+03, 6.660000000000000000e+02, -4.136969383750306406e+01, 2.580697580112788003e+01
2.122646229147911072e+03, 5.550000000000000000e+02, -3.065642277083384215e+00, 2.355843797877949441e+01
2.119415188193321228e+03, 4.890000000000000000e+02, 8.641610979537801995e+00, 2.211334438749598164e+01
2.116183896422386169e+03, 4.750000000000000000e+02, -1.813234117162892289e+01, 2.179449471770336899e+01
2.112952815532684326e+03, 4.460000000000000000e+02, -2.007140835965378756e+01, 2.111871208194287419e+01
2.109721598863601685e+03, 4.350000000000000000e+02, -3.282057402819123126e+01, 2.085665361461420986e+01
2.106490477561950684e+03, 3.930000000000000000e+02, -9.235177116169552392e+00, 1.982422760159900932e+01
2.103259220838546753e+03, 4.120000000000000000e+02, -4.262240173407354860e+01, 2.029778313018443825e+01
2.100027943849563599e+03, 3.520000000000000000e+02, 6.093060763789708290e+00, 1.876166303929371892e+01
2.096796762466430664e+03, 3.920000000000000000e+02, -4.275099910989524687e+01, 1.979898987322333070e+01
2.093565445423126221e+03, 3.640000000000000000e+02, -2.163391401625449362e+01, 1.907878402833891229e+01
2.090334108114242554e+03, 3.590000000000000000e+02, -2.190342382957044265e+01, 1.894729532149641571e+01
2.087102750778198242e+03, 3.790000000000000000e+02, -4.581285211290662573e+01, 1.946792233393178506e+01
2.083871488928794861e+03, 3.600000000000000000e+02, -2.954497796874710502e+01, 1.897366596101027625e+01
2.080640091419219971e+03, 3.540000000000000000e+02, -2.522889447482134528e+01, 1.881488772222677852e+01
2.077408789277076721e+03, 3.480000000000000000e+02, -1.995054985421057836e+01, 1.865475810617763130e+01
2.074177351593971252e+03, 3.490000000000000000e+02, -2.076054068428021537e+01, 1.868154169226940553e+01
2.070945893645286560e+03, 3.550000000000000000e+02, -2.567828158530602423e+01, 1.884144368141677361e+01
2.067714531302452087e+03, 3.550000000000000000e+02, -2.369439338016616148e+01, 1.884144368141677361e+01
2.064483033180236816e+03, 3.570000000000000000e+02, -2.277053692669210250e+01, 1.889444362769118513e+01
2.061251515030860901e+03, 3.220000000000000000e+02, 1.616187293405312175e+01, 1.794435844492636178e+01
2.058019976735115051e+03, 3.700000000000000000e+02, -2.679432890512759968e+01, 1.923538406167134340e+01
2.054788534045219421e+03, 3.750000000000000000e+02, -2.549619887521146211e+01, 1.936491673103708422e+01
2.051556955456733704e+03, 3.650000000000000000e+02, -7.750509115027057305e+00, 1.910497317454279909e+01
2.048325472474098206e+03, 4.010000000000000000e+02, -3.430212163873352438e+01, 2.002498439450078749e+01
2.045093738079071045e+03, 3.880000000000000000e+02, -9.812209998167190861e+00, 1.969771560359220786e+01
2.041862214922904968e+03, 4.030000000000000000e+02, -1.083548520907731927e+01, 2.007485989988473207e+01
2.038630671501159668e+03, 4.050000000000000000e+02, 4.224146770136030682e+00, 2.012461179749810825e+01
2.035398992538452148e+03, 4.510000000000000000e+02, -2.083174814735588143e+01, 2.123676058159530200e+01
2.032167293310165405e+03, 4.920000000000000000e+02, -3.591386066530753851e+01, 2.218107301281883537e+01
2.028935574054718018e+03, 5.490000000000000000e+02, -6.051945147721500007e+01, 2.343074902771996193e+01
2.025703950285911560e+03, 5.450000000000000000e+02, -1.555056753252392809e+01, 2.334523505985750447e+01
2.022472190737724304e+03, 6.050000000000000000e+02, -2.303734929255506358e+01, 2.459674775249768786e+01
2.019240411281585693e+03, 6.910000000000000000e+02, -4.076422922551341799e+01, 2.628687885618982989e+01
2.016008611440658569e+03, 7.610000000000000000e+02, -2.078083644829143850e+01, 2.758622844826744469e+01
2.012776907205581665e+03, 8.620000000000000000e+02, -1.977831573973389823e+00, 2.935983651180639598e+01
2.009545182824134827e+03, 1.008000000000000000e+03, 1.175830358695588984e+01, 3.174901573277508859e+01
2.006313322901725769e+03, 1.241000000000000000e+03, -1.149172271405632273e+01, 3.522782990761707111e+01
